text,label,repo_name,author,timestamp,programming_language
Unit test for new caching strategy is failing due to race conditions.,Feature Request,frontend-dashboard,@dev_3875,4/01/2024 14:51,C++
Optimize the search algorithm to reduce response time by 30%.,Code Improvement,backend-service,@dev_3179,12/01/2024 17:27,SQL
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,search-engine,@dev_7965,13/01/2024 19:21,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Dependency Update,user-auth,@dev_6357,18/01/2024 15:01,Python
Add support for multi-factor authentication (MFA).,Bug Fix,auth-system,@dev_3348,7/01/2024 15:17,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,api-gateway,@dev_7046,4/01/2024 7:21,Rust
Add support for multi-factor authentication (MFA).,Release Note,frontend-dashboard,@dev_8117,12/01/2024 14:29,Python
Upgrade React from v16 to v18 to improve performance.,Release Note,api-gateway,@dev_6276,19/01/2024 4:59,Java
Resolved SQL injection vulnerability in login API.,Feature Request,frontend-dashboard,@dev_3139,23/01/2024 2:00,Rust
Resolved SQL injection vulnerability in login API.,Code Improvement,api-gateway,@dev_2692,27/01/2024 9:01,Go
Add support for multi-factor authentication (MFA).,Feature Request,cache-layer,@dev_4101,4/01/2024 6:48,Rust
Add support for multi-factor authentication (MFA).,Testing Issue,user-auth,@dev_7872,6/01/2024 22:35,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,api-gateway,@dev_7199,24/01/2024 20:50,Python
Unit test for new caching strategy is failing due to race conditions.,Security Fix,user-auth,@dev_1143,25/01/2024 11:21,Java
Optimize the search algorithm to reduce response time by 30%.,Security Fix,api-gateway,@dev_2455,28/01/2024 8:53,JavaScript
Add support for multi-factor authentication (MFA).,Feature Request,api-gateway,@dev_5824,21/01/2024 20:54,Go
Fix memory leak in database connection pooling.,Feature Request,frontend-dashboard,@dev_9612,8/01/2024 5:07,JavaScript
Fix memory leak in database connection pooling.,Bug Fix,frontend-dashboard,@dev_4710,1/01/2024 15:57,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,user-auth,@dev_4208,30/01/2024 2:35,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,search-engine,@dev_6488,1/01/2024 12:05,Rust
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,frontend-dashboard,@dev_7624,9/01/2024 6:57,SQL
Upgrade React from v16 to v18 to improve performance.,Testing Issue,backend-service,@dev_1936,29/01/2024 4:00,Python
Fix memory leak in database connection pooling.,Bug Fix,cache-layer,@dev_4105,2/01/2024 18:35,C++
Upgrade React from v16 to v18 to improve performance.,Dependency Update,api-gateway,@dev_2367,23/01/2024 23:35,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,frontend-dashboard,@dev_5770,7/01/2024 15:45,Go
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,backend-service,@dev_7378,15/01/2024 1:41,JavaScript
Unit test for new caching strategy is failing due to race conditions.,Security Fix,auth-system,@dev_2104,12/01/2024 23:45,Go
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,auth-system,@dev_4027,10/01/2024 7:04,Go
Resolved SQL injection vulnerability in login API.,Feature Request,auth-system,@dev_4151,11/01/2024 13:10,C++
Upgrade React from v16 to v18 to improve performance.,Feature Request,frontend-dashboard,@dev_2632,17/01/2024 19:45,C++
Fix memory leak in database connection pooling.,Dependency Update,auth-system,@dev_1671,17/01/2024 20:07,C++
Upgrade React from v16 to v18 to improve performance.,Bug Fix,user-auth,@dev_7809,8/01/2024 19:39,Python
Fix memory leak in database connection pooling.,Code Improvement,auth-system,@dev_6251,15/01/2024 10:42,C++
Add support for multi-factor authentication (MFA).,Security Fix,backend-service,@dev_2794,8/01/2024 1:04,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,backend-service,@dev_9620,11/01/2024 4:18,JavaScript
Upgrade React from v16 to v18 to improve performance.,Code Improvement,search-engine,@dev_9707,8/01/2024 10:07,JavaScript
Upgrade React from v16 to v18 to improve performance.,Code Improvement,user-auth,@dev_9545,15/01/2024 1:44,Python
Resolved SQL injection vulnerability in login API.,Testing Issue,cache-layer,@dev_6911,12/01/2024 11:19,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,backend-service,@dev_7508,21/01/2024 12:33,Python
Resolved SQL injection vulnerability in login API.,Release Note,user-auth,@dev_1224,12/01/2024 14:35,Java
Resolved SQL injection vulnerability in login API.,Bug Fix,api-gateway,@dev_1125,2/01/2024 9:23,Go
Fix memory leak in database connection pooling.,Release Note,user-auth,@dev_5176,19/01/2024 11:56,JavaScript
Fix memory leak in database connection pooling.,Testing Issue,frontend-dashboard,@dev_8175,27/01/2024 11:24,Java
Upgrade React from v16 to v18 to improve performance.,Security Fix,backend-service,@dev_9768,10/01/2024 17:25,Python
Upgrade React from v16 to v18 to improve performance.,Code Improvement,user-auth,@dev_6451,2/01/2024 16:04,Go
Resolved SQL injection vulnerability in login API.,Feature Request,search-engine,@dev_2873,28/01/2024 23:40,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,frontend-dashboard,@dev_8893,27/01/2024 7:12,SQL
Fix memory leak in database connection pooling.,Feature Request,api-gateway,@dev_7624,28/01/2024 22:12,Java
Fix memory leak in database connection pooling.,Release Note,api-gateway,@dev_3040,3/01/2024 7:48,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Security Fix,search-engine,@dev_4949,13/01/2024 18:31,JavaScript
Add support for multi-factor authentication (MFA).,Bug Fix,search-engine,@dev_8380,5/01/2024 8:31,Java
Unit test for new caching strategy is failing due to race conditions.,Feature Request,cache-layer,@dev_4710,22/01/2024 13:19,Go
Add support for multi-factor authentication (MFA).,Feature Request,backend-service,@dev_3930,20/01/2024 17:11,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,auth-system,@dev_9551,6/01/2024 21:59,C++
Resolved SQL injection vulnerability in login API.,Bug Fix,cache-layer,@dev_7246,25/01/2024 22:01,SQL
Unit test for new caching strategy is failing due to race conditions.,Dependency Update,frontend-dashboard,@dev_2352,13/01/2024 3:31,Go
Add support for multi-factor authentication (MFA).,Feature Request,search-engine,@dev_2594,27/01/2024 3:27,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,frontend-dashboard,@dev_9829,18/01/2024 8:26,Rust
Fix memory leak in database connection pooling.,Code Improvement,api-gateway,@dev_4293,21/01/2024 0:04,SQL
Unit test for new caching strategy is failing due to race conditions.,Release Note,cache-layer,@dev_2950,15/01/2024 3:27,Go
Optimize the search algorithm to reduce response time by 30%.,Release Note,api-gateway,@dev_6137,20/01/2024 20:26,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Feature Request,user-auth,@dev_1993,9/01/2024 21:47,Java
Fix memory leak in database connection pooling.,Bug Fix,backend-service,@dev_8779,2/01/2024 7:41,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,backend-service,@dev_2654,22/01/2024 14:07,Go
Unit test for new caching strategy is failing due to race conditions.,Security Fix,cache-layer,@dev_4734,20/01/2024 2:07,JavaScript
Optimize the search algorithm to reduce response time by 30%.,Feature Request,backend-service,@dev_5054,13/01/2024 15:10,Go
Optimize the search algorithm to reduce response time by 30%.,Release Note,auth-system,@dev_1938,4/01/2024 7:16,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,frontend-dashboard,@dev_8206,12/01/2024 8:13,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Dependency Update,api-gateway,@dev_4637,1/01/2024 15:12,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,search-engine,@dev_4190,19/01/2024 20:22,SQL
Resolved SQL injection vulnerability in login API.,Bug Fix,api-gateway,@dev_6642,28/01/2024 2:04,JavaScript
Add support for multi-factor authentication (MFA).,Testing Issue,frontend-dashboard,@dev_7290,15/01/2024 2:51,Java
Unit test for new caching strategy is failing due to race conditions.,Release Note,search-engine,@dev_3408,2/01/2024 2:07,Go
Upgrade React from v16 to v18 to improve performance.,Dependency Update,auth-system,@dev_5250,20/01/2024 0:08,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,backend-service,@dev_9569,13/01/2024 19:07,Java
Resolved SQL injection vulnerability in login API.,Security Fix,backend-service,@dev_7408,30/01/2024 5:37,C++
Optimize the search algorithm to reduce response time by 30%.,Release Note,api-gateway,@dev_6132,14/01/2024 11:13,Java
Optimize the search algorithm to reduce response time by 30%.,Release Note,user-auth,@dev_7574,26/01/2024 14:25,SQL
Unit test for new caching strategy is failing due to race conditions.,Feature Request,search-engine,@dev_8777,12/01/2024 22:35,Java
Resolved SQL injection vulnerability in login API.,Security Fix,user-auth,@dev_2254,7/01/2024 21:37,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,cache-layer,@dev_1762,7/01/2024 0:32,Python
Unit test for new caching strategy is failing due to race conditions.,Feature Request,frontend-dashboard,@dev_5529,17/01/2024 17:42,Go
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,user-auth,@dev_5537,21/01/2024 1:14,Java
Resolved SQL injection vulnerability in login API.,Feature Request,cache-layer,@dev_8704,8/01/2024 7:56,Java
Resolved SQL injection vulnerability in login API.,Bug Fix,search-engine,@dev_8779,6/01/2024 2:08,C++
Resolved SQL injection vulnerability in login API.,Feature Request,api-gateway,@dev_8529,10/01/2024 15:34,JavaScript
Resolved SQL injection vulnerability in login API.,Dependency Update,user-auth,@dev_2011,2/01/2024 13:27,JavaScript
Upgrade React from v16 to v18 to improve performance.,Feature Request,user-auth,@dev_2458,8/01/2024 23:09,SQL
Add support for multi-factor authentication (MFA).,Dependency Update,search-engine,@dev_5719,30/01/2024 17:43,Rust
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,search-engine,@dev_1017,6/01/2024 1:39,Python
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,frontend-dashboard,@dev_5630,16/01/2024 1:39,JavaScript
Add support for multi-factor authentication (MFA).,Release Note,frontend-dashboard,@dev_5711,10/01/2024 5:33,C++
Resolved SQL injection vulnerability in login API.,Code Improvement,auth-system,@dev_3091,22/01/2024 15:21,SQL
Upgrade React from v16 to v18 to improve performance.,Release Note,auth-system,@dev_2850,5/01/2024 7:21,Python
Optimize the search algorithm to reduce response time by 30%.,Bug Fix,frontend-dashboard,@dev_3935,16/01/2024 7:36,SQL
Add support for multi-factor authentication (MFA).,Code Improvement,auth-system,@dev_9831,19/01/2024 23:47,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,user-auth,@dev_7919,6/01/2024 22:25,Rust
Fix memory leak in database connection pooling.,Release Note,cache-layer,@dev_9005,8/01/2024 22:07,Rust
Fix memory leak in database connection pooling.,Code Improvement,cache-layer,@dev_8373,10/01/2024 23:48,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Code Improvement,api-gateway,@dev_4160,19/01/2024 5:04,SQL
Fix memory leak in database connection pooling.,Bug Fix,user-auth,@dev_5785,6/01/2024 10:48,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,backend-service,@dev_7548,10/01/2024 11:14,C++
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,backend-service,@dev_6590,21/01/2024 8:39,C++
Add support for multi-factor authentication (MFA).,Feature Request,cache-layer,@dev_4192,22/01/2024 13:55,C++
Unit test for new caching strategy is failing due to race conditions.,Testing Issue,backend-service,@dev_4762,13/01/2024 7:13,SQL
Upgrade React from v16 to v18 to improve performance.,Code Improvement,frontend-dashboard,@dev_3291,19/01/2024 21:00,Java
Resolved SQL injection vulnerability in login API.,Bug Fix,user-auth,@dev_1992,11/01/2024 23:40,Java
Upgrade React from v16 to v18 to improve performance.,Testing Issue,api-gateway,@dev_1737,12/01/2024 1:20,JavaScript
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Security Fix,auth-system,@dev_5490,14/01/2024 20:57,Python
Upgrade React from v16 to v18 to improve performance.,Feature Request,frontend-dashboard,@dev_3771,21/01/2024 8:44,Go
Fix memory leak in database connection pooling.,Dependency Update,auth-system,@dev_1116,30/01/2024 5:13,Go
Upgrade React from v16 to v18 to improve performance.,Feature Request,auth-system,@dev_7187,25/01/2024 1:06,Python
Optimize the search algorithm to reduce response time by 30%.,Security Fix,auth-system,@dev_4189,5/01/2024 0:39,C++
Resolved SQL injection vulnerability in login API.,Release Note,auth-system,@dev_2050,22/01/2024 12:15,Java
Add support for multi-factor authentication (MFA).,Dependency Update,search-engine,@dev_8009,7/01/2024 18:01,SQL
Add support for multi-factor authentication (MFA).,Security Fix,search-engine,@dev_3844,6/01/2024 19:44,Python
Resolved SQL injection vulnerability in login API.,Code Improvement,auth-system,@dev_1451,18/01/2024 18:53,Rust
Resolved SQL injection vulnerability in login API.,Testing Issue,backend-service,@dev_9912,8/01/2024 4:23,SQL
Optimize the search algorithm to reduce response time by 30%.,Testing Issue,cache-layer,@dev_6164,5/01/2024 20:22,SQL
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Feature Request,auth-system,@dev_4536,9/01/2024 1:42,Go
Resolved SQL injection vulnerability in login API.,Code Improvement,api-gateway,@dev_8731,7/01/2024 2:30,Rust
Fix memory leak in database connection pooling.,Feature Request,search-engine,@dev_4866,10/01/2024 13:32,Go
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Bug Fix,frontend-dashboard,@dev_6866,8/01/2024 14:19,Python
Release v2.1.0: Added new OAuth integration & fixed minor bugs.,Release Note,backend-service,@dev_9197,18/01/2024 21:59,Rust
Resolved SQL injection vulnerability in login API.,Code Improvement,backend-service,@dev_4151,8/01/2024 4:15,C++
Upgrade React from v16 to v18 to improve performance.,Testing Issue,backend-service,@dev_6274,2/01/2024 10:47,C++
Optimize the search algorithm to reduce response time by 30%.,Release Note,api-gateway,@dev_1909,9/01/2024 7:56,Rust
Fix memory leak in database connection pooling.,Release Note,cache-layer,@dev_2326,11/01/2024 12:40,Python
Add support for multi-factor authentication (MFA).,Dependency Update,frontend-dashboard,@dev_2417,20/01/2024 12:56,Java
